show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,random_column,added_year,added_month,duration_clean
s2663,TV Show,The Midnight Gospel,Unknown,United States,2020-04-20,2020,TV-MA,1 Season,TV Comedies,47,2020.0,4.0,1
s2665,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),Unknown,India,2020-04-18,2019,TV-Y,1 Season,Kids' TV,89,2020.0,4.0,1
s2666,TV Show,The King: Eternal Monarch,Unknown,South Korea,2020-04-18,2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",94,2020.0,4.0,1
s2667,TV Show,#blackAF,Unknown,United States,2020-04-17,2020,TV-MA,1 Season,TV Comedies,38,2020.0,4.0,1
s2670,TV Show,El Dragón: Return of a Warrior,Unknown,Mexico,2020-04-17,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",62,2020.0,4.0,2
s2671,TV Show,Hasmukh,Unknown,India,2020-04-17,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",31,2020.0,4.0,1
s2677,TV Show,Fauda,Unknown,Israel,2020-04-16,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",2,2020.0,4.0,3
s2685,TV Show,The Innocence Files,Unknown,Unknown,2020-04-15,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",13,2020.0,4.0,1
s2690,Movie,Surviving R. Kelly: The Impact,Unknown,United States,2020-04-13,2019,TV-14,85 min,Documentaries,78,2020.0,4.0,85
s2699,TV Show,Hi Score Girl,Unknown,Japan,2020-04-09,2019,TV-14,2 Seasons,"Anime Series, International TV Shows, Romantic TV Shows",28,2020.0,4.0,2
s2709,TV Show,El Reemplazante,Unknown,Unknown,2020-04-04,2013,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",61,2020.0,4.0,2
s2711,TV Show,Legacies,Unknown,United States,,2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",15,,,2
s2719,TV Show,Community,Unknown,Unknown,2020-04-01,2015,TV-14,6 Seasons,TV Comedies,71,2020.0,4.0,6
s2728,TV Show,How to Fix a Drug Scandal,Unknown,United States,2020-04-01,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",34,2020.0,4.0,1
s2737,TV Show,Man Like Mobeen,Unknown,United Kingdom,2020-04-01,2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",8,2020.0,4.0,3
s2741,TV Show,Saint Seiya,Unknown,Unknown,2020-04-01,1986,TV-14,6 Seasons,Anime Series,74,2020.0,4.0,6
s2743,Movie,Sunderland 'Til I Die,Unknown,United Kingdom,,2020,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows",81,,,2
s2744,TV Show,The Iliza Shlesinger Sketch Show,Unknown,United States,,2020,TV-MA,1 Season,TV Comedies,98,,,1
s3013,TV Show,Nailed It! Germany,Unknown,Germany,2020-01-17,2020,TV-14,1 Season,"International TV Shows, Reality TV",97,2020.0,1.0,1
s2749,TV Show,Well-Intended Love,Unknown,China,2020-04-01,2020,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",58,2020.0,4.0,2
s2752,TV Show,Akbar Birbal,Unknown,India,2020-03-31,2019,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas",89,2020.0,3.0,1
s2754,Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Unknown,United States,2020-03-31,2020,TV-MA,85 min,Stand-Up Comedy,64,2020.0,3.0,85
s2762,TV Show,Rugal,Unknown,South Korea,2020-03-29,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",67,2020.0,3.0,1
s2765,TV Show,Happy!,Unknown,United States,2020-03-27,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",80,2020.0,3.0,2
s2766,Movie,Ladies Up,Unknown,India,,2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",85,,,1
s2768,TV Show,Ozark,Unknown,Unknown,2020-03-27,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",96,2020.0,3.0,3
s2778,TV Show,Unorthodox,Unknown,Germany,2020-03-26,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",95,2020.0,3.0,1
s2780,Movie,Crip Camp: A Disability Revolution,Unknown,United States,2020-03-25,2020,R,108 min,Documentaries,96,2020.0,3.0,108
s2784,TV Show,Freud,Unknown,Austria,2020-03-23,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",48,2020.0,3.0,1
s2785,TV Show,J-Style Trip,Unknown,Taiwan,2020-03-22,2020,TV-14,1 Season,"International TV Shows, Reality TV",79,2020.0,3.0,1
s2789,TV Show,Dino Girl Gauko,Unknown,United States,2020-03-20,2020,TV-Y7,2 Seasons,"Anime Series, Kids' TV",64,2020.0,3.0,2
s2791,TV Show,Greenhouse Academy,Unknown,United States,2020-03-20,2020,TV-PG,4 Seasons,"Kids' TV, TV Dramas, Teen TV Shows",56,2020.0,3.0,4
s2760,Movie,Tree House Tales,Unknown,Pakistan,,2019,TV-Y,1 Season,Kids' TV,21,,,1
s2775,TV Show,7SEEDS,Unknown,Pakistan,2020-03-26,2020,TV-MA,2 Seasons,"Anime Series, International TV Shows",62,2020.0,3.0,2
s2792,TV Show,Self Made: Inspired by the Life of Madam C.J. Walker,Unknown,United States,,2020,TV-MA,1 Season,TV Dramas,69,,,1
s2793,TV Show,She,Unknown,India,2020-03-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",51,2020.0,3.0,1
s2794,TV Show,The English Game,Unknown,United Kingdom,2020-03-20,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",92,2020.0,3.0,1
s2795,TV Show,The Letter for the King,Unknown,Unknown,2020-03-20,2020,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",7,2020.0,3.0,1
s2798,TV Show,Vampires,Unknown,Unknown,2020-03-20,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2,2020.0,3.0,1
s2803,TV Show,Caliphate,Unknown,Sweden,2020-03-18,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",18,2020.0,3.0,1
s2805,TV Show,Women Of The Night,Unknown,Netherlands,2020-03-18,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",62,2020.0,3.0,1
s2808,TV Show,Shaun the Sheep: Adventures from Mossy Bottom,Unknown,United Kingdom,2020-03-17,2020,TV-Y7,1 Season,"British TV Shows, Kids' TV, TV Comedies",26,2020.0,3.0,1
s2809,TV Show,We Speak Dance,Unknown,United States,2020-03-17,2018,TV-MA,1 Season,Docuseries,48,2020.0,3.0,1
s2817,TV Show,100 Humans,Unknown,United States,2020-03-13,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",7,2020.0,3.0,1
s2819,TV Show,Bloodride,Unknown,Norway,2020-03-13,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",29,2020.0,3.0,1
s2825,TV Show,The Valhalla Murders,Unknown,Iceland,2020-03-13,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",41,2020.0,3.0,1
s2826,TV Show,Dirty Money,Unknown,United States,2020-03-11,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",70,2020.0,3.0,2
s2827,TV Show,On My Block,Unknown,United States,2020-03-11,2020,TV-14,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",97,2020.0,3.0,3
s2828,TV Show,The Circle Brazil,Unknown,Brazil,2020-03-11,2020,TV-MA,1 Season,"International TV Shows, Reality TV",49,2020.0,3.0,1
s2839,TV Show,Ugly Delicious,Unknown,United States,2020-03-06,2020,TV-MA,2 Seasons,Docuseries,37,2020.0,3.0,2
s2842,TV Show,Mighty Little Bheem: Festival of Colors,Unknown,India,2020-03-05,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",56,2020.0,3.0,1
s2855,TV Show,Akame ga Kill!,Unknown,Japan,2020-03-01,2014,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows",83,2020.0,3.0,1
s2856,TV Show,Babylon Berlin,Unknown,Germany,2020-03-01,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",10,2020.0,3.0,3
s2869,TV Show,Always a Witch,Unknown,Unknown,2020-02-28,2019,TV-14,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",43,2020.0,2.0,2
s2870,Movie,Amit Tandon: Family Tandoncies,Unknown,India,2020-02-28,2019,TV-14,72 min,Stand-Up Comedy,20,2020.0,2.0,72
s2871,TV Show,Queen Sono,Unknown,South Africa,2020-02-28,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",69,2020.0,2.0,1
s2872,TV Show,Toy Boy,Unknown,Spain,2020-02-28,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",83,2020.0,2.0,1
s2873,Movie,Unstoppable,Unknown,Mexico,,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",54,,,1
s2875,TV Show,Altered Carbon,Unknown,United States,2020-02-27,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",37,2020.0,2.0,2
s2876,TV Show,Followers,Unknown,Japan,2020-02-27,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",58,2020.0,2.0,1
s2881,TV Show,I Am Not Okay With This,Unknown,Unknown,2020-02-26,2020,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",31,2020.0,2.0,1
s2884,Movie,The Trials of Gabriel Fernandez,Unknown,United States,,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",13,,,1
s2889,TV Show,"Hi Bye, Mama!",Unknown,South Korea,2020-02-23,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",55,2020.0,2.0,1
s2892,TV Show,Gentefied,Unknown,United States,2020-02-21,2020,TV-MA,1 Season,"TV Comedies, TV Dramas",23,2020.0,2.0,1
s2893,Movie,Hyena,Unknown,South Korea,,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",88,,,1
s2895,TV Show,Puerta 7,Unknown,Argentina,2020-02-21,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",56,2020.0,2.0,1
s2901,TV Show,Spectros,Unknown,Brazil,2020-02-20,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",28,2020.0,2.0,1
s2903,TV Show,DreamWorks Shrek's Swamp Stories,Unknown,United States,2020-02-17,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",3,2020.0,2.0,1
s2911,TV Show,Talking Tom and Friends,Unknown,Cyprus,2020-02-15,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",90,2020.0,2.0,1
s3014,TV Show,Tiny House Nation,Unknown,United States,2020-01-17,2019,TV-PG,2 Seasons,Reality TV,51,2020.0,1.0,2
s2918,TV Show,Taj Mahal 1989,Unknown,India,2020-02-14,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",43,2020.0,2.0,1
s2921,TV Show,Love Is Blind,Unknown,United States,2020-02-13,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",66,2020.0,2.0,1
s2922,TV Show,Narcos: Mexico,Unknown,Mexico,2020-02-13,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",63,2020.0,2.0,2
s2927,TV Show,We Bare Bears,Unknown,United States,2020-02-12,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",96,2020.0,2.0,2
s2928,Movie,Captain Underpants Epic Choice-o-Rama,Unknown,United States,2020-02-11,2020,TV-Y7,81 min,"Children & Family Movies, Comedies",19,2020.0,2.0,81
s2932,TV Show,Better Call Saul,Unknown,United States,2020-02-09,2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",58,2020.0,2.0,4
s2938,TV Show,Dragons: Rescue Riders,Unknown,United States,,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",71,,,2
s2939,TV Show,Fifty: The Series,Unknown,Nigeria,2020-02-07,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",98,2020.0,2.0,2
s2942,TV Show,Locke & Key,Unknown,Canada,2020-02-07,2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",59,2020.0,2.0,1
s2946,TV Show,Cagaster of an Insect Cage,Unknown,Japan,2020-02-06,2020,TV-MA,1 Season,"Anime Series, International TV Shows",35,2020.0,2.0,1
s2954,TV Show,Team Kaylie,Unknown,United States,2020-02-03,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies",92,2020.0,2.0,3
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Unknown,Japan,2020-02-01,2015,TV-MA,1 Season,"Anime Series, International TV Shows",18,2020.0,2.0,1
s2960,TV Show,Itaewon Class,Unknown,South Korea,2020-02-01,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",88,2020.0,2.0,1
s2965,Movie,Night on Earth: Shot in the Dark,Unknown,United Kingdom,2020-02-01,2020,TV-PG,59 min,Movies,95,2020.0,2.0,59
s2966,TV Show,No Game No Life,Unknown,Japan,2020-02-01,2014,TV-MA,1 Season,"Anime Series, International TV Shows",68,2020.0,2.0,1
s2967,TV Show,Pop Team Epic,Unknown,Japan,2020-02-01,2018,TV-14,1 Season,"Anime Series, International TV Shows",90,2020.0,2.0,1
s2968,TV Show,Shopkins,Unknown,United States,2020-02-01,2014,TV-Y,1 Season,Kids' TV,47,2020.0,2.0,1
s2923,TV Show,Palazuelos mi rey,Unknown,Pakistan,2020-02-13,2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",73,2020.0,2.0,1
s2972,TV Show,Diablero,Unknown,Mexico,2020-01-31,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",69,2020.0,1.0,2
s2975,TV Show,Luna Nera,Unknown,Italy,2020-01-31,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",49,2020.0,1.0,1
s2977,TV Show,Unauthorized Living,Unknown,Unknown,2020-01-31,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",84,2020.0,1.0,2
s2978,TV Show,Ainori Love Wagon: African Journey,Unknown,Japan,2020-01-30,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",73,2020.0,1.0,1
s2980,TV Show,THE STRANGER,Unknown,United Kingdom,2020-01-30,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",97,2020.0,1.0,1
s2981,TV Show,What the Love! with Karan Johar,Unknown,United States,2020-01-30,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",92,2020.0,1.0,1
s2984,TV Show,Night on Earth,Unknown,United Kingdom,2020-01-29,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV",71,2020.0,1.0,1
s2985,TV Show,Omniscient,Unknown,Unknown,2020-01-29,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",99,2020.0,1.0,1
s2993,TV Show,Sons of the Caliphate,Unknown,Unknown,2020-01-24,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas",21,2020.0,1.0,2
s2994,TV Show,The goop lab with Gwyneth Paltrow,Unknown,United States,2020-01-24,2020,TV-MA,1 Season,Reality TV,33,2020.0,1.0,1
s2995,TV Show,The Ranch,Unknown,United States,2020-01-24,2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas",74,2020.0,1.0,8
s2998,Movie,October Faction,Unknown,United States,,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",88,,,1
s2999,TV Show,​SAINT SEIYA: Knights of the Zodiac,Unknown,Japan,2020-01-23,2020,TV-14,2 Seasons,"Anime Series, International TV Shows",18,2020.0,1.0,2
s3001,TV Show,Pandemic: How to Prevent an Outbreak,Unknown,United States,2020-01-22,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",75,2020.0,1.0,1
s3002,TV Show,Playing with Fire,Unknown,United States,2020-01-22,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",65,2020.0,1.0,1
s3006,TV Show,DreamWorks How to Train Your Dragon Legends,Unknown,United States,2020-01-20,2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",94,2020.0,1.0,1
s3011,TV Show,Ares,Unknown,Unknown,2020-01-17,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",34,2020.0,1.0,1
s3016,TV Show,Handsome Siblings,Unknown,China,,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",70,,,1
s3021,TV Show,Soul Eater,Unknown,Japan,2020-01-16,2008,TV-14,1 Season,"Anime Series, International TV Shows",67,2020.0,1.0,1
s3025,TV Show,Killer Inside: The Mind of Aaron Hernandez,Unknown,United States,2020-01-15,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",82,2020.0,1.0,1
s3029,TV Show,The Ollie & Moon Show,Unknown,France,2020-01-14,2018,TV-Y,1 Season,Kids' TV,44,2020.0,1.0,1
s3034,TV Show,AJ and the Queen,Unknown,United States,2020-01-10,2020,TV-14,1 Season,"TV Comedies, TV Dramas",52,2020.0,1.0,1
s3035,Movie,Giri / Haji,Unknown,United Kingdom,,2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",68,,,1
s3036,TV Show,Harvey Street Kids,Unknown,United States,2020-01-10,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",54,2020.0,1.0,4
s3038,TV Show,Medical Police,Unknown,United States,2020-01-10,2020,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",30,2020.0,1.0,1
s3040,TV Show,The InBESTigators,Unknown,Australia,2020-01-10,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",65,2020.0,1.0,2
s3041,TV Show,Until Dawn,Unknown,France,2020-01-10,2020,TV-MA,1 Season,"International TV Shows, Reality TV, TV Comedies",57,2020.0,1.0,1
s3046,TV Show,Dracula,Unknown,United Kingdom,2020-01-04,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",84,2020.0,1.0,1
s3048,TV Show,Anne with an E,Unknown,Canada,2020-01-03,2019,TV-PG,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",9,2020.0,1.0,3
s3050,Movie,"Sex, Explained",Unknown,United States,,2020,TV-MA,1 Season,"Docuseries, Science & Nature TV",83,,,1
s3051,TV Show,Thieves of the Wood,Unknown,Belgium,2020-01-02,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",47,2020.0,1.0,1
s3053,TV Show,Because This Is My First Life,Unknown,South Korea,2020-01-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",36,2020.0,1.0,1
s3054,TV Show,Border Security: America's Front Line,Unknown,Canada,2020-01-01,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV",14,2020.0,1.0,1
s3056,TV Show,Cells at Work!,Unknown,Japan,2020-01-01,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows",26,2020.0,1.0,1
s3031,TV Show,The Healing Powers of Dude,Unknown,Pakistan,2020-01-13,2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas",82,2020.0,1.0,1
s3064,TV Show,Live Up To Your Name,Unknown,South Korea,2020-01-01,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",18,2020.0,1.0,1
s3066,TV Show,Messiah,Unknown,United States,2020-01-01,2020,TV-MA,1 Season,"TV Dramas, TV Thrillers",37,2020.0,1.0,1
s3067,TV Show,Mia and Me,Unknown,Netherlands,2020-01-01,2017,TV-Y7,2 Seasons,Kids' TV,5,2020.0,1.0,2
s3072,TV Show,Reply 1988,Unknown,South Korea,2020-01-01,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,2020.0,1.0,1
s3075,TV Show,Save Me,Unknown,South Korea,2020-01-01,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",90,2020.0,1.0,1
s3076,TV Show,Spinning Out,Unknown,United States,2020-01-01,2020,TV-MA,1 Season,TV Dramas,58,2020.0,1.0,1
s3077,TV Show,The Bride of Habaek,Unknown,South Korea,2020-01-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",32,2020.0,1.0,1
s3080,TV Show,ARASHI's Diary -Voyage-,Unknown,Unknown,2019-12-31,2019,TV-PG,1 Season,"Docuseries, International TV Shows",43,2019.0,12.0,1
s3083,TV Show,Occupied,Unknown,Norway,2019-12-31,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Thrillers",1,2019.0,12.0,3
s3085,Movie,Rainbow Ruby,Unknown,South Korea,,2016,TV-Y,1 Season,Kids' TV,0,,,1
s3086,TV Show,Robot Trains,Unknown,South Korea,,2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows",15,,,2
s3088,TV Show,Yanxi Palace: Princess Adventures,Unknown,China,2019-12-31,2019,TV-14,1 Season,"International TV Shows, TV Dramas",58,2019.0,12.0,1
s3089,TV Show,The Disastrous Life of Saiki K.: Reawakened,Unknown,Japan,2019-12-30,2019,TV-14,1 Season,"Anime Series, International TV Shows",15,2019.0,12.0,1
s3093,TV Show,Kevin Hart: Don’t F**k This Up,Unknown,United States,2019-12-27,2019,TV-MA,1 Season,Docuseries,23,2019.0,12.0,1
s3096,TV Show,The Bonfire of Destiny,Unknown,France,2019-12-26,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",16,2019.0,12.0,1
s3104,TV Show,CAROLE & TUESDAY,Unknown,Japan,2019-12-24,2019,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",3,2019.0,12.0,2
s3107,TV Show,Lost in Space,Unknown,United States,2019-12-24,2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",93,2019.0,12.0,2
s3109,TV Show,Private Practice,Unknown,United States,2019-12-22,2012,TV-14,6 Seasons,"TV Comedies, TV Dramas",86,2019.0,12.0,6
s3112,TV Show,Agent,Unknown,Mauritius,2019-12-20,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",12,2019.0,12.0,1
s3118,TV Show,The Witcher,Unknown,United States,2019-12-20,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",71,2019.0,12.0,1
s3120,TV Show,Twice Upon A Time,Unknown,France,2019-12-19,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",19,2019.0,12.0,1
s3121,TV Show,Ultraviolet,Unknown,Poland,2019-12-19,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",90,2019.0,12.0,2
s3123,TV Show,Soundtrack,Unknown,Unknown,2019-12-18,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",39,2019.0,12.0,1
s3128,TV Show,Cinderella and the Four Knights,Unknown,South Korea,2019-12-15,2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",63,2019.0,12.0,1
s3129,TV Show,Cocomong,Unknown,United States,2019-12-15,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",31,2019.0,12.0,2
s3130,TV Show,Crash Landing on You,Unknown,South Korea,2019-12-15,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",60,2019.0,12.0,1
s3147,TV Show,Scooby-Doo!: Mystery Incorporated,Unknown,United States,2019-12-15,2012,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",58,2019.0,12.0,2
s3149,TV Show,What's New Scooby-Doo?,Unknown,United States,2019-12-15,2005,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",4,2019.0,12.0,3
s3166,TV Show,Astronomy Club: The Sketch Show,Unknown,United States,2019-12-06,2019,TV-MA,1 Season,TV Comedies,0,2019.0,12.0,1
s3169,TV Show,Fuller House,Unknown,United States,2019-12-06,2020,TV-PG,5 Seasons,TV Comedies,31,2019.0,12.0,5
s3173,Movie,Spirit Riding Free: Spirit of Christmas,Unknown,United States,2019-12-06,2019,TV-Y7,46 min,Children & Family Movies,25,2019.0,12.0,46
s3174,Movie,Teasing Master Takagi-san,Unknown,Japan,,2019,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",9,,,1
s3177,TV Show,Three Days of Christmas,Unknown,Spain,2019-12-06,2019,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",35,2019.0,12.0,1
s3182,Movie,The Irishman: In Conversation,Unknown,United States,2019-12-05,2019,TV-MA,24 min,Documentaries,91,2019.0,12.0,24
s3178,TV Show,Triad Princess,Unknown,Pakistan,2019-12-06,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",36,2019.0,12.0,1
s3183,TV Show,V Wars,Unknown,United States,2019-12-05,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",15,2019.0,12.0,1
s3184,TV Show,The Last O.G.,Unknown,United States,,2019,TV-MA,2 Seasons,TV Comedies,87,,,2
s3185,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,Unknown,China,2019-12-04,2019,TV-PG,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",42,2019.0,12.0,1
s3186,TV Show,The Road to Love,Unknown,Unknown,2019-12-04,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",18,2019.0,12.0,1
s3188,TV Show,Nightflyers,Unknown,United States,2019-12-02,2018,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",78,2019.0,12.0,1
s3193,TV Show,Eastsiders,Unknown,United States,,2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas",95,,,4
s3197,Movie,Lakeeran,Unknown,India,2019-12-01,2016,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",83,2019.0,12.0,111
s3205,TV Show,Chocolate,Unknown,South Korea,2019-11-30,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",89,2019.0,11.0,1
s3209,TV Show,Chip and Potato,Unknown,United Kingdom,2019-11-29,2019,TV-Y,2 Seasons,Kids' TV,81,2019.0,11.0,2
s3213,TV Show,La Reina del Sur,Unknown,Mexico,2019-11-29,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",65,2019.0,11.0,2
s3220,TV Show,Levius,Unknown,Japan,2019-11-28,2019,TV-14,1 Season,"Anime Series, International TV Shows",10,2019.0,11.0,1
s3221,TV Show,Lugar de Mulher,Unknown,Brazil,,2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",24,,,1
s3222,TV Show,Merry Happy Whatever,Unknown,United States,2019-11-28,2019,TV-PG,1 Season,TV Comedies,59,2019.0,11.0,1
s3223,TV Show,Mythomaniac,Unknown,France,2019-11-28,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",28,2019.0,11.0,1
s3231,TV Show,The Crime,Unknown,Poland,2019-11-26,2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2,2019.0,11.0,2
